segment,revenue_30,revenue_90,revenue_growth_rate_90,revenue_365,num_orders_90,avg_order_value_90,cash_collected_90,revenue_to_cash_ratio_90,current_ratio,quick_ratio,debt_to_equity,dscr,liquidity_buffer_months,on_time_payment_rate_12m,avg_payment_delay_days_12m,refund_rate_90,chargeback_rate_90,partial_payment_frequency_90,fulfillment_time_median_30,fulfillment_on_time_rate_30,order_defect_rate_30,inventory_stockout_days_90,fulfillment_cost_per_order_90,repeat_purchase_rate_90,avg_customer_lifetime_value_est,customer_churn_rate_90,avg_order_frequency_per_customer_90,avg_rating_score_90,suspicious_account_flag,fraud_score_model_30,sanctions_or_politically_exposed_flag,aml_alert_count_12m,business_age_months,legal_entity_type,registered_office_changes_12m,tax_filing_up_to_date_flag,industry_code,owner_tenure_years,management_turnover_12m,owner_prior_business_failures_flag,related_party_transactions_flag,cac_90,channel_diversification_index,paid_vs_organic_share_90,marketing_return_on_ad_spend_90,supplier_concentration_top3_pct,avg_supplier_lead_time_days_90,supplier_default_flag_12m,procurement_payment_terms_median_days,top3_skus_rev_share_90,sku_return_rate_top3_90,sku_margin_median,sku_seasonality_strength_top3,industry_growth_rate_qoq,local_consumer_sentiment_index,exchange_rate_exposure_flag,regional_unemployment_rate,revenue_volatility_90,revenue_trend_slope_90,num_negative_cash_months_12m,feature_drift_flag_recent,liquidity_buffer_score,payment_reliability_score,business_stability_index,supply_chain_risk_index
Micro,63565446.275897704,90332405.04400584,0.42109291032001206,325094202.46706194,227,397940.1103260169,63470966.925124556,0.7026378506606171,0.7230296217236838,0.9968978837160952,2.0754194761047353,0.06570311807681077,1.9922383932379473,0.5866070749289406,6.690324112804623,0.008393737983287018,0.009002485895655707,4,9.309356039015327,0.1736412818675062,0.01476250560946421,9,2547618.0504709,0.4366663687674994,61141322.42023536,0.6720783603614651,1.5957007478136436,4.330706410059372,0,0.0013255387001032551,0,1,19.612205681697983,sole_prop,0,1,e-commerce,6.136615791756956,0,0,0,17094749.88985313,0.39453602280793976,0.16993478572565804,1.8662534278397127,65.64728940235295,13.412263998369836,0,37.00545172108649,57.54536024183049,0.02675620773858194,32.61607198556965,0.30930578716944285,8.145571351771395,58.736735376184576,0,3.2708618982598083,0.3959077208818805,0.13425712235523302,3,0,33.203973220632456,57.9916750816136,50.20461395590598,60.470223299638604
Large,5000000000.0,6435958771.4752655,0.2871917542950531,49016432649.55451,170,37858581.008678034,3521638398.1729774,0.5471816279776663,0.7186551845597293,0.5798177523924569,2.4272200044473307,1.131886663893058,1.0168215686349438,0.3127820082579556,7.918309100947091,0.004553739172061094,0.0036195932718438525,3,6.6403113367244755,0.21167435652085545,0.0026114495785277882,9,4291672.561139792,0.3357551085990653,171551111.3506136,0.4241336042990945,1.850177813470106,4.114855266280885,0,0.3762034167373915,0,1,47.22409491259821,llc,0,0,retail,5.1195242974769135,1,0,0,27699365.10816284,0.6970603936411395,0.19836632121685355,13.709476148847958,70.00697703441047,2.4328281077394465,0,34.560140218918605,96.82677441800745,0.016470637553724007,39.21935593758478,0.29178737151684825,7.299226837918823,58.44643817885648,0,5.391039424346101,0.3262782949819731,0.03576995058865119,1,1,16.947026143915732,30.486369915700852,68.68608525090134,63.780097428925046
Medium,1500000000.0,3104124088.064069,1.0694160587093793,19598627592.280434,238,13042538.185143147,1794816180.6164703,0.5782037475621128,1.157145805063338,1.7410027712665581,1.822931310966079,0.22938753992928157,0.7900436578922976,0.6799443947036662,19.08500400943281,0.00024291466106026133,0.008846891657061342,2,9.44502491505721,0.4984794011067178,0.008487883274114772,13,7183029.969502857,0.6756161538398139,157289947.41326708,0.22793428363361984,1.042836995647938,4.986377825022325,0,0.1317146945465527,0,1,33.50780442913741,sole_prop,0,0,e-commerce,7.596695202039436,2,0,0,47845372.18240167,0.42793157241543095,0.09751575239184465,4.598786294379884,87.20256271618176,3.9283788932221615,0,10.278175653929004,54.96079859274364,0.021340954734402034,83.62045981101923,0.5971984412411867,2.7951200828812355,58.783391516362556,0,2.807083234798993,0.030074815408950403,-0.094692040372958,4,0,13.16739429820496,66.08593906942333,48.49625922955248,54.43452919529804
Micro,50000000.0,107904492.46967539,1.158089849393508,837224540.245701,152,709897.9767741802,88948103.98514776,0.824322527721865,0.7162561643555643,0.7604631052225603,1.9971351342255779,1.0959360569612935,0.8205584747054917,0.09409738656443134,6.0262412488298995,0.0004756021503477267,0.001343270677687229,6,5.673722030957006,0.41239698307572104,0.005002892921484051,14,4770164.522257157,0.44059997048674765,109588771.17747381,0.5418253753710897,1.4422166310692444,4.941633936826213,1,0.19397048148123683,0,1,17.72761305452341,sole_prop,1,1,retail,4.515774099336642,1,0,0,5123924.887567906,0.5666145993642908,0.4671118183310787,1.6232429528705898,83.2700520853293,13.483221422216712,0,38.37314013437047,39.504527776872294,0.04128957188422236,75.49688538277756,0.45415903396560947,-0.8413668221758144,54.47234062568328,0,4.819031796108934,0.20984815006383822,-0.09465043267680029,1,0,13.675974578424862,8.807114531560144,74.50759249680809,51.623363246226994
Micro,50000000.0,73891187.02381991,0.4778237404763982,436997383.9259807,175,422235.35442182806,38842155.65962007,0.5256669600814334,1.1528999811116598,1.6176478536177414,2.6622250897328668,0.5916375837469346,1.5665306765329075,0.4656972052557695,10.27342081097028,0.04390049571229399,0.02926604900660042,5,7.485021014100699,0.5147905784880266,0.024180117141387184,15,7619757.488007218,0.41120428571933676,620491.6648781598,0.49116309079932313,2.1144119350471065,4.189770106135222,0,0.20149823934716668,0,0,33.893170508402676,sole_prop,1,1,retail,8.932494261337915,0,0,0,15924014.205588715,0.5349569426493018,0.3438194949298036,3.406231266770504,82.62808656211317,12.532173279825011,0,47.306588203546205,32.16689553878403,6.33009007839136e-05,62.95612830911686,0.5901938121163808,9.005046437799054,60.574866979993615,0,4.108520750964897,0.7042609668707067,-0.017254101629924523,6,0,26.108844608881792,45.54237844447993,4.786951656464666,52.41987007903091
Micro,50000000.0,40679732.36399833,-0.1864053527200334,215955050.492455,241,168795.56997509682,40437353.97334502,0.9940417899389177,0.3465113606838216,0.44217909127500715,2.998250206710357,0.5846823329167655,1.9672871620147105,0.21040479444650922,8.367336239541292,0.015323270982236235,0.006756746711013374,2,3.179531272570635,0.7629904242941764,0.003769973806942129,25,3925779.8929212485,0.3446822374709169,162292617.42659882,0.3282094909203818,2.0006980471755385,4.501094796514865,0,0.7328662261096316,0,0,14.433224386765712,llc,0,0,retail,5.129643659717523,1,0,0,27034330.48206777,0.6051515440726911,0.32010280196242186,1.3293421430562695,80.77812719161903,16.525684484001673,0,21.205777677616382,85.20643766393793,0.01855461136665834,76.01544785034028,0.6535943090760312,3.6957903187918113,40.346348832235535,0,4.045094414860067,0.061212583999427354,-0.03607585502748826,3,0,32.78811936691184,20.203745820696795,61.939370800028634,51.348094162189646
Micro,51841871.10100081,103102936.37985404,0.988796588359706,717773213.2786846,163,632533.3520236444,34339333.2556042,0.33305873199469793,1.1287806850101283,1.052286424273887,2.0489677623017672,0.5430986300494279,1.208937285990647,0.17006708855225391,9.350994415127126,0.0015245966353168586,0.004072385457342087,12,2.0233213679379194,0.42705807358240466,0.01140858079959419,18,2310766.2042839723,0.37959014607191105,156691333.77142555,0.5163959812211579,0.6731985563319066,4.3727660025394215,0,0.21934626745079308,0,0,28.764671731356955,llc,0,1,other,6.456973519626189,0,0,0,34566397.31810904,0.6199903501586538,0.03576874773475081,1.837239711975424,53.093098135037906,12.008254221733235,0,39.67602543115382,62.0200114932362,0.010904671343054579,58.91541837685325,0.8249691209873102,5.0441995048938395,53.138579606112735,0,3.8648141605256905,0.44339700598078546,-0.07846723723932175,1,0,20.148954766510784,16.07160941371268,67.83014970096073,67.44932382161443
Small,300000000.0,368280978.21253127,0.22760326070843756,1401202813.1451867,310,1188003.1555242944,316963994.1971716,0.8606580653053845,1.4937133279897876,2.6719535664451395,0.5151578313744559,0.27252720986443196,1.8182675643576616,0.7510494186178832,3.1615062736528676,0.01805067963480171,0.009673089202935484,4,6.791551796499222,0.3386707456012785,0.0009134503870913016,10,4708302.407796984,0.27431166265546364,80728674.04142614,0.1439601504513384,1.8651587853960692,4.197165270746393,0,0.29646041773862264,0,0,20.534799948293532,sole_prop,0,1,retail,3.7319106247782865,1,0,0,28111729.679594614,0.3290610665660919,0.39497749129524035,4.04824088476215,93.06379749578338,9.777301394425056,0,18.483251797044677,75.4239900043028,0.015843504768090936,74.87018551195317,0.41697309508741853,4.315862643527835,28.64969727959148,1,4.475084028962003,0.8737450762483625,0.04528348344410019,2,0,30.304459405961026,74.78879123442303,31.312746187581865,48.579450554895786
Micro,52163623.007297516,42504578.70047256,-0.18516820247461885,208556815.98391545,262,162231.21641401743,3551803.0197960944,0.08356283319087705,0.9237620424338424,1.213932069162338,1.1090994773927374,0.4107066136866136,2.3857188915093084,0.14111111165610712,14.584957725987254,0.022950780934956495,0.007897174296945586,7,7.656950925635749,0.813444753172662,0.00566531339668302,13,4726039.3340960285,0.5431445288740107,52898851.38678722,0.17702776866060269,0.6040961363694054,4.034762063437119,0,0.12824288806446094,0,1,38.11203806274149,sole_prop,0,1,e-commerce,3.429993900258442,3,0,0,11363393.544764739,0.31516528020600276,0.28624208457854683,2.0353000386386415,69.6726818107265,12.37245189271607,0,39.0943923750126,78.40709810194379,0.0035334140027345946,36.42360669137681,0.17169077384108913,1.273628403954464,39.007783440452044,0,3.3740738216803003,0.5371309969172162,0.1535479757989177,3,0,39.761981525155136,12.652615393011986,28.143450154139188,58.97743314827871
Micro,50000000.0,100374141.92320915,1.007482838464183,535131809.7422211,147,682817.29199462,53831110.29737428,0.5363045627683429,0.584634095299559,0.8758218471450342,2.7473914678323,1.573403998453613,1.596830900378007,0.7971092955354249,4.184360724359167,0.0045829800737770855,0.0005594666416387257,4,8.473522455811999,0.8138803882420643,0.010259546977939968,20,7217323.450548201,0.37964526574397184,111075020.23648256,0.778756573370948,1.5474339711700114,4.387526558939562,0,0.2020553521723966,0,2,18.764505805550414,llc,0,1,e-commerce,6.871939761004033,1,0,0,91995410.76200955,0.630444354172886,0.08128480898522687,3.263962560242402,82.54789631782329,3.705886566228304,0,24.66221053598097,98.89432413733613,0.0020786600206308334,69.83922166643404,0.5460884043984098,5.612708935520868,53.11801048781306,0,3.139123712574115,0.4665898082077827,-0.09798064688797171,0,0,26.61384833963345,79.29249348110656,71.67050958961087,56.873108557974206
Small,300000000.0,472836384.96760416,0.5761212832253472,2124119096.5245376,204,2317825.4165078634,355548807.89115435,0.7519489176272134,1.5931561513075105,2.690529423703759,0.423686622016492,0.0406820434904591,2.7857539499665296,0.818216793992061,13.908975589519619,0.04151337548032153,6.178421236404627e-05,3,0.6960712397666393,0.7801089646010703,0.006480393161536806,16,8881069.52422993,0.2773237147712763,99264668.66559106,0.13503167872541638,1.3931531324905504,3.2428507033320697,0,0.22227476774809332,0,1,14.312268627565707,llc,0,1,e-commerce,6.728916637084568,0,0,0,16080250.15698467,0.8148154591256798,0.2674247231808617,4.101618309832769,54.18583523808878,3.901930262427358,0,25.387165838095832,65.42050700926326,0.000552206158837102,42.08392339353812,0.40999898611978675,8.01493541710591,57.701731697186666,0,3.698896817882878,0.950336397514026,-0.10127728035033233,1,0,46.42923249944216,80.43078184025414,42.4831801242987,70.95611724974194
Micro,50000000.0,91390805.97538519,0.8278161195077037,443832874.75153214,142,643597.225178769,89456285.25351045,0.9788324361380971,1.360358663547793,1.3822118260283682,2.8699988692893235,0.12241841146385266,3.2085127108183253,0.18995190121924627,5.836566694483756,0.00021319810370124407,0.014335972825660195,8,13.698172805306251,0.6804721161391014,0.0018347561485297986,11,6101930.216787111,0.7918633634613554,-14495164.436957091,0.09278459594296341,2.2587483992500137,4.316236597155688,0,0.09195218684633218,0,1,24.682834603229548,sole_prop,0,1,retail,8.55749173545702,0,0,0,11623280.961321928,0.10463474624088588,0.8508889026356603,2.2995324309624317,33.991969609984956,8.0756726216498,0,36.1415797539052,98.94186024024656,0.0057158225806561835,96.570493786682,0.292084473921936,0.27897639293646215,45.198814141139636,0,3.2062751635033244,0.14583158771988122,0.06142334147022587,4,0,53.475211846972094,18.41153345247625,52.70842061400594,78.96617888418263
Micro,50000000.0,108601736.58583583,1.1720347317167166,368217004.4392732,146,743847.5108618892,92693500.2765705,0.8535176617853445,0.6125706707296675,0.6815579207950911,1.4571347946201112,0.3088666044904609,1.3800362704989848,0.08979221581125732,13.83427824472886,0.009544371008717705,0.0009388953468021304,4,15.007999667262101,0.487480481083704,0.0016744194366234508,14,5630619.052047866,0.3028259879471048,116644759.66811316,0.7041533533938678,2.248344120914851,2.747362367858886,0,0.48873477935194864,0,0,22.216462559467725,sole_prop,0,1,retail,-2.383947506152837,3,0,0,31576899.55556851,0.7153842463948601,0.30163177567816274,1.9400778685117086,16.403937687638052,9.623136142896591,1,38.914798930246555,97.87397597681014,0.015176488423679768,95.16489307216435,0.9459688049721662,9.95132088806924,50.31909420184385,0,4.906569103332208,0.24642459157396912,0.09489967334157152,2,0,23.000604508316414,7.595793756652846,52.67877042130154,86.98646308473268
Micro,50000000.0,80588037.2603579,0.6117607452071581,321539656.1985756,275,293047.4082194833,45047575.516919315,0.5589858873393693,0.8028829392763808,0.6846742524565953,1.3859435007884242,0.8908552139759643,1.8790053907379107,0.22346809915127142,15.918297368169206,0.025174851581489934,0.009092423414001178,2,10.787712261578783,0.45044765995440356,0.0019055423991950976,19,3868814.86380625,0.3203332896308575,53290790.84822068,0.8489755665731609,2.0208239579164307,3.6626582466789093,0,0.34289190479774506,0,0,17.116583813551518,sole_prop,0,0,retail,12.157794719863535,1,0,0,40406300.435749345,0.2240621609412986,0.01792849145835625,3.5120602999359494,67.57780745321337,5.162102690874261,0,33.13154995420223,79.7948181215827,0.02120906984922448,77.66412531934682,0.856869252412085,8.615979721196815,47.51368463978136,0,5.4836129365816255,0.023822161389508236,-0.10419335066690832,2,0,31.31675651229851,20.754980178310223,73.8088919305246,63.630044927956185
Small,300000000.0,466437332.6605346,0.5547911088684487,2181752974.7191815,193,2416773.7443551016,369524047.9063908,0.792226569427118,1.1355267389522405,1.2247845711720826,2.5558185792974815,1.3345351525007023,3.1169692686618564,0.32580502904395314,15.976780527646326,0.017604199910825607,0.000640841933812695,6,8.70082809721011,0.7039577740282611,0.002439765701570595,18,4639021.418552539,0.2340094178508251,118489779.46195582,0.33399893520909063,1.1315782996238943,4.831146284646791,0,0.6501987508814373,0,1,31.305030628008204,sole_prop,1,1,retail,-2.524210944732033,1,0,0,30529720.110105988,0.46558443499845414,0.5001003886599181,3.109109788966383,37.654698359501104,10.117492181400207,1,21.30407406862532,48.38608342216503,0.0062675500436145705,61.628415809780314,0.3559607819399312,-0.8824860169237185,39.27020944668967,0,4.511790475061723,0.4179915239476202,0.037738411199811445,4,0,51.949487811030934,30.982824851630685,34.10042380261899,76.11390472954935
Small,300000000.0,370797954.6067186,0.23599318202239533,2587966587.4896626,139,2667611.184220997,145765227.7211406,0.3931122755942501,0.8490929067644792,1.2845957461631043,2.1503469717998835,0.4641737863836259,1.4310590480735503,0.6418134284198314,12.599962061537566,0.018141976389981794,0.011156167221841477,4,7.752140643352766,0.6386143227875376,0.010038149774545764,13,2599544.5315652285,0.27765327081876506,40356691.68892165,0.5455910096293356,1.345248017597487,3.2189318709651045,0,0.27992842484842034,0,0,27.99394310656463,sole_prop,0,1,retail,1.2660836986589024,1,0,0,7995394.268854875,0.8575679935400081,0.8611656304234538,2.261314802481532,52.548632277256516,10.924168972861672,0,8.82625325613439,58.51398672233513,0.0018048638684122831,38.867320880099435,0.20418930666405055,4.7296874724064,48.78221192848031,0,2.586999835252895,0.3689066605516813,-0.08872961269730643,2,0,23.850984134559173,62.92134663582938,56.55466697241593,68.26359937494091
Micro,50000000.0,62889537.58299644,0.2577907516599289,246054484.02992797,227,277046.4210704689,46707271.465185784,0.7426874685403015,1.5322357783302658,2.4719723981416006,2.4981527351870474,0.8696697761794615,2.2344789967031202,0.09615071419426818,12.544075782481142,0.001901051615183993,0.0029712955556090515,7,8.367011769213509,0.54427221713897,0.006158101251783409,23,3656837.3365437062,0.44725385658939454,94738871.63888533,0.9509620473504719,1.291378868398468,4.992251182698978,0,0.44958988611583744,0,0,14.087735070322571,joint-stock,0,1,e-commerce,4.588255592494981,1,0,0,71931439.71635489,0.528967207084056,0.5265118091213096,1.7465734143863814,51.04806522394405,9.029234584174134,0,46.80651395330878,81.13223311145964,0.0259554186387457,63.79043857941035,0.4501942083086254,3.9760134301920926,37.448873282246,0,4.4211560006849595,0.10384335001789938,-0.11784701812774548,2,1,37.24131661171867,8.360663841178704,69.80783249910503,69.9613500959409
